DisclosedDate,DisclosedTime,LocalCode,DisclosureNumber,TypeOfDocument,TypeOfCurrentPeriod,CurrentPeriodStartDate,CurrentPeriodEndDate,CurrentFiscalYearStartDate,CurrentFiscalYearEndDate,NextFiscalYearStartDate,NextFiscalYearEndDate,NetSales,OperatingProfit,OrdinaryProfit,Profit,EarningsPerShare,DilutedEarningsPerShare,TotalAssets,Equity,EquityToAssetRatio,BookValuePerShare,CashFlowsFromOperatingActivities,CashFlowsFromInvestingActivities,CashFlowsFromFinancingActivities,CashAndEquivalents,ResultDividendPerShare2ndQuarter,ResultDividendPerShareFiscalYearEnd,ResultDividendPerShareAnnual,ResultTotalDividendPaidAnnual,ResultPayoutRatioAnnual,ForecastDividendPerShare2ndQuarter,ForecastDividendPerShareFiscalYearEnd,ForecastDividendPerShareAnnual,NextYearForecastDividendPerShare2ndQuarter,NextYearForecastDividendPerShareFiscalYearEnd,NextYearForecastDividendPerShareAnnual,NextYearForecastPayoutRatioAnnual,ForecastNetSales2ndQuarter,ForecastOperatingProfit2ndQuarter,ForecastOrdinaryProfit2ndQuarter,ForecastProfit2ndQuarter,ForecastEarningsPerShare2ndQuarter,NextYearForecastNetSales2ndQuarter,NextYearForecastOperatingProfit2ndQuarter,NextYearForecastOrdinaryProfit2ndQuarter,NextYearForecastProfit2ndQuarter,NextYearForecastEarningsPerShare2ndQuarter,ForecastNetSales,ForecastOperatingProfit,ForecastOrdinaryProfit,ForecastProfit,ForecastEarningsPerShare,NextYearForecastNetSales,NextYearForecastOperatingProfit,NextYearForecastOrdinaryProfit,NextYearForecastProfit,NextYearForecastEarningsPerShare,MaterialChangesInSubsidiaries,ChangesBasedOnRevisionsOfAccountingStandard,ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard,ChangesInAccountingEstimates,RetrospectiveRestatement,NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock,NumberOfTreasuryStockAtTheEndOfFiscalYear,AverageNumberOfShares,NonConsolidatedNetSales,NonConsolidatedOperatingProfit,NonConsolidatedOrdinaryProfit,NonConsolidatedProfit,NonConsolidatedEarningsPerShare,NonConsolidatedTotalAssets,NonConsolidatedEquity,NonConsolidatedEquityToAssetRatio,NonConsolidatedBookValuePerShare,ForecastNonConsolidatedNetSales2ndQuarter,ForecastNonConsolidatedOperatingProfit2ndQuarter,ForecastNonConsolidatedOrdinaryProfit2ndQuarter,ForecastNonConsolidatedProfit2ndQuarter,ForecastNonConsolidatedEarningsPerShare2ndQuarter,NextYearForecastNonConsolidatedNetSales2ndQuarter,NextYearForecastNonConsolidatedOrdinaryProfit2ndQuarter,NextYearForecastNonConsolidatedProfit2ndQuarter,NextYearForecastNonConsolidatedEarningsPerShare2ndQuarter,ForecastNonConsolidatedNetSales,ForecastNonConsolidatedOperatingProfit,ForecastNonConsolidatedOrdinaryProfit,ForecastNonConsolidatedProfit,ForecastNonConsolidatedEarningsPerShare,NextYearForecastNonConsolidatedNetSales,NextYearForecastNonConsolidatedOrdinaryProfit,NextYearForecastNonConsolidatedProfit,NextYearForecastNonConsolidatedEarningsPerShare,Code,Name,Sector
2022-10-26 00:00:00+09:00,15:00:00,67230,20221026549670,3QFinancialStatements_Consolidated_IFRS,3Q,2022-01-01,2022-09-30 00:00:00+09:00,2022-01-01 00:00:00+09:00,2022-12-31 00:00:00+09:00,,,1110040000000.0,327942000000.0,,185153000000.0,98.07,96.21,3013317000000.0,1654206000000.0,0.548,,373168000000.0,-68263000000.0,-261740000000.0,310116000000.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,1957677423.0,168069831.0,1888006185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6723,ルネサスエレクトロニクス,電気機器
2022-10-27 00:00:00+09:00,13:30:00,77410,20221026550208,2QFinancialStatements_Consolidated_IFRS,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,364291000000.0,,,95459000000.0,263.8,263.61,1056093000000.0,826170000000.0,0.793,,,,,424125000000.0,45.0,,,,,,,,,,,,,,,,,,,,,,730000000000.0,,,,,,,,,,True,False,False,False,,361075720.0,3528456.0,361865352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7741,ＨＯＹＡ,精密機器
2022-10-27 00:00:00+09:00,15:00:00,40630,20221027550443,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,1409336000000.0,536237000000.0,559026000000.0,392324000000.0,955.99,955.41,4612477000000.0,3901473000000.0,0.817,9268.71,368593000000.0,-58989000000.0,-278464000000.0,1130933000000.0,225.0,,,,,,225.0,450.0,,,,,,,,,,,,,,,2700000000000.0,940000000000.0,980000000000.0,680000000000.0,1670.65,,,,,,False,True,False,False,False,416662793.0,9978306.0,410383578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4063,信越化学工業,化学
2022-10-27 00:00:00+09:00,15:00:00,68570,20221026549489,2QFinancialStatements_Consolidated_IFRS,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,274806000000.0,87916000000.0,,71161000000.0,375.5,374.1,567270000000.0,342407000000.0,0.604,,46438000000.0,-12974000000.0,-42076000000.0,114926000000.0,65.0,,,,,,,,,,,,,,,,,,,,,,550000000000.0,170000000000.0,,130000000000.0,,,,,,,False,False,False,False,,191542265.0,4763246.0,189508469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6857,アドバンテスト,電気機器
2022-10-28 00:00:00+09:00,09:00:00,40430,20220914532762,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,166370000000.0,8296000000.0,10870000000.0,6565000000.0,91.25,,488569000000.0,241702000000.0,0.47,3190.93,349000000.0,-16270000000.0,31792000000.0,99516000000.0,35.0,,,,,,35.0,70.0,,,,,,,,,,,,,,,370000000000.0,21000000000.0,24000000000.0,15000000000.0,208.47,,,,,,True,False,False,False,False,72088327.0,137033.0,71951355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4043,トクヤマ,化学
2022-10-28 00:00:00+09:00,15:00:00,65260,20221026549570,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,82767000000.0,10456000000.0,12295000000.0,10013000000.0,297.42,,168859000000.0,100469000000.0,0.595,,14953000000.0,-9728000000.0,-151000000.0,52972000000.0,0.0,,,,,,160.0,160.0,,,,,,,,,,,,,,,170000000000.0,17000000000.0,17000000000.0,13000000000.0,386.14,,,,,,False,True,False,False,False,33666666.0,,33666666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6526,ソシオネクスト,電気機器
2022-10-28 00:00:00+09:00,15:30:00,77350,20221027551465,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,218404000000.0,38172000000.0,38690000000.0,29691000000.0,630.08,613.91,477427000000.0,274589000000.0,0.575,,20160000000.0,-2800000000.0,-20136000000.0,132580000000.0,,,,,,,322.0,322.0,,,,,,,,,,,,,,,460000000000.0,74500000000.0,73000000000.0,50000000000.0,1057.84,,,,,,False,False,False,False,False,50794866.0,3384706.0,47123006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7735,ＳＣＲＥＥＮホールディングス,電気機器
2022-10-28 00:00:00+09:00,15:30:00,27600,20221028552301,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,111769000000.0,6573000000.0,5208000000.0,3584000000.0,361.68,,130336000000.0,35606000000.0,0.265,,-11532000000.0,-32000000.0,11290000000.0,4887000000.0,145.0,,,,,,165.0,310.0,,,,,,,,,,,,,,,230000000000.0,,11000000000.0,7600000000.0,765.93,,,,,,False,False,False,False,False,10445500.0,522966.0,9911886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760,東京エレクトロン　デバイス,商社
2022-10-31 00:00:00+09:00,15:00:00,31320,20221031553231,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,65.0,130.0,,,,,,,,,,,,,,,970000000000.0,51000000000.0,45000000000.0,31500000000.0,505.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132,マクニカホールディングス,商社
2022-10-31 00:00:00+09:00,15:00:00,31320,20221031553293,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,492562000000.0,26801000000.0,23707000000.0,16821000000.0,270.14,,465924000000.0,203918000000.0,0.415,,45491000000.0,-1495000000.0,-21527000000.0,49895000000.0,65.0,,,,,,65.0,130.0,,,,,,,,,,,,,,,970000000000.0,51000000000.0,45000000000.0,31500000000.0,505.88,,,,,,False,False,False,False,False,63030582.0,695067.0,62267116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132,マクニカホールディングス,商社
2022-10-31 00:00:00+09:00,15:30:00,49800,20221031553683,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,58197000000.0,19678000000.0,18549000000.0,12468000000.0,209.4,208.25,125519000000.0,72557000000.0,0.575,1211.56,7653000000.0,-4075000000.0,-8374000000.0,26336000000.0,30.0,,,,,,35.0,65.0,,,,,,,,,,,,,,,110000000000.0,35000000000.0,32300000000.0,22000000000.0,362.43,,,,,,False,True,False,False,False,64539000.0,5019129.0,59544619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980,デクセリアルズ,化学
2022-10-31 00:00:00+09:00,16:00:00,69200,20221031552806,1QFinancialStatements_Consolidated_JP,1Q,2022-07-01,2022-09-30 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,25723000000.0,8508000000.0,9238000000.0,6731000000.0,74.64,74.58,229454000000.0,73620000000.0,0.321,816.13,13391000000.0,-17429000000.0,14136000000.0,35113000000.0,,,,,,52.0,77.0,129.0,,,,,,,,,,,,,,,140000000000.0,42000000000.0,42000000000.0,33000000000.0,365.93,,,,,,False,False,False,False,False,94286400.0,4105696.0,90180704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920,レーザーテック,電気機器
2022-11-01 00:00:00+09:00,15:00:00,67580,20221101554378,2QFinancialStatements_Consolidated_IFRS,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,5063373000000.0,651005000000.0,,482159000000.0,389.9,387.46,31376002000000.0,6950369000000.0,0.22,,-383256000000.0,-639672000000.0,56357000000.0,1209752000000.0,35.0,,,,,,,,,,,,,,,,,,,,,,11600000000000.0,1160000000000.0,,840000000000.0,,,,,,,False,False,False,False,,1261081781.0,22791885.0,1236621921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6758,ソニーグループ,電気機器
2022-11-01 00:00:00+09:00,15:00:00,69630,20221027551341,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,259912000000.0,50403000000.0,70913000000.0,52126000000.0,531.14,514.99,1104884000000.0,911661000000.0,0.825,,51945000000.0,-58245000000.0,-11624000000.0,293187000000.0,100.0,,,,,,100.0,200.0,,,,,,,,,,,,,,,520000000000.0,90000000000.0,105000000000.0,80000000000.0,815.15,,,,,,False,False,False,False,False,103000000.0,4856801.0,98140495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6963,ローム,電気機器
2022-11-02 00:00:00+09:00,15:00:00,77290,20221025548978,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,71076000000.0,15685000000.0,16561000000.0,11908000000.0,292.86,290.07,199824000000.0,140714000000.0,0.696,,4611000000.0,-4803000000.0,-5120000000.0,44749000000.0,109.0,,,,,,109.0,218.0,,,,,,,,,,,,,,,145000000000.0,30000000000.0,31100000000.0,22000000000.0,541.0,,,,,,False,False,True,False,False,41892181.0,1206662.0,40664177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7729,東京精密,精密機器
2022-11-04 00:00:00+09:00,15:00:00,67070,20221102555769,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,105965000000.0,8196000000.0,8400000000.0,2954000000.0,122.41,121.04,285756000000.0,165268000000.0,0.383,,13605000000.0,-13372000000.0,5867000000.0,69597000000.0,15.0,,,,,,15.0,30.0,,,,,,,,,,,,,,,222000000000.0,23500000000.0,23000000000.0,8000000000.0,331.4,,,,,,False,True,False,False,False,25098060.0,939430.0,24140183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6707,サンケン電気,電気機器
2022-11-07 00:00:00+09:00,11:30:00,42030,20221104556299,2QFinancialStatements_Consolidated_IFRS,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,143470000000.0,12482000000.0,,9230000000.0,196.16,,382394000000.0,256096000000.0,0.664,,10277000000.0,-9912000000.0,-19335000000.0,100137000000.0,60.0,,,,,,60.0,120.0,,,,,,,,,,,,,,,290000000000.0,,,21000000000.0,446.28,,,,,,False,False,False,False,,49590478.0,2535320.0,47055385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203,住友ベークライト,化学
2022-11-07 00:00:00+09:00,12:00:00,46260,20221104556750,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,52795000000.0,10548000000.0,10203000000.0,7489000000.0,133.32,,198409000000.0,93379000000.0,0.471,1664.38,,,,,37.0,,,,,,37.0,74.0,,,,,,,,,,,,,,,109400000000.0,19000000000.0,18800000000.0,12800000000.0,227.96,,,,,,False,True,False,False,False,58185501.0,2082665.0,56176400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626,太陽ホールディングス,化学
2022-11-08 00:00:00+09:00,15:00:00,34360,20221104557014,3QFinancialStatements_Consolidated_JP,3Q,2022-01-01,2022-09-30 00:00:00+09:00,2022-01-01 00:00:00+09:00,2022-12-31 00:00:00+09:00,,,323658000000.0,79931000000.0,83412000000.0,51794000000.0,147.91,,874801000000.0,579100000000.0,0.595,,,,,,36.0,,,,,,42.0,78.0,,,,,,,,,,,,,,,439100000000.0,108400000000.0,110400000000.0,67700000000.0,193.34,,,,,,False,True,False,False,False,350175139.0,7900.0,350167242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3436,ＳＵＭＣＯ,非鉄・金属
2022-11-08 00:00:00+09:00,15:00:00,81540,20221107558360,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,298760000000.0,18361000000.0,18932000000.0,13412000000.0,510.88,,290923000000.0,124928000000.0,0.429,,10650000000.0,-3492000000.0,-3187000000.0,45636000000.0,100.0,,,,,,100.0,200.0,,,,,,,,,,,,,,,570000000000.0,28000000000.0,29000000000.0,20000000000.0,761.7,,,,,,False,True,False,False,False,28702118.0,2440773.0,26253692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8154,加賀電子,商社
2022-11-08 00:00:00+09:00,16:00:00,42720,20221108558848,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,102728000000.0,13559000000.0,16628000000.0,11281000000.0,67.04,67.02,329503000000.0,259239000000.0,0.784,,12035000000.0,-9238000000.0,-6198000000.0,52613000000.0,20.0,,,,,,20.0,40.0,,,,,,,,,,,,,,,210000000000.0,23800000000.0,26600000000.0,19400000000.0,115.31,,,,,,False,False,False,False,False,170503570.0,2170940.0,168274562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272,日本化薬,化学
2022-11-09 00:00:00+09:00,15:30:00,63150,20221021547355,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,28783000000.0,5863000000.0,6490000000.0,4768000000.0,190.65,,72563000000.0,45306000000.0,0.619,,,,,,0.0,,,,,,40.0,40.0,,,,,,,,,,,,,,,55000000000.0,12200000000.0,12200000000.0,8500000000.0,339.88,,,,,,False,False,False,False,False,25033238.0,13385.0,25011009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6315,ＴＯＷＡ,機械
2022-11-10 00:00:00+09:00,15:00:00,41860,20221027550639,3QFinancialStatements_Consolidated_JP,3Q,2022-01-01,2022-09-30 00:00:00+09:00,2022-01-01 00:00:00+09:00,2022-12-31 00:00:00+09:00,,,130463000000.0,22665000000.0,23572000000.0,15215000000.0,378.37,377.77,234519000000.0,177722000000.0,0.713,4153.15,,,,,78.0,,,,,,80.0,158.0,,,,,,,,,,,,,,,171800000000.0,30000000000.0,31000000000.0,20400000000.0,506.59,,,,,,False,True,False,False,False,42600000.0,2342615.0,40213660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4186,東京応化工業,化学
2022-11-10 00:00:00+09:00,15:30:00,80350,20221026550332,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,1182897000000.0,350165000000.0,353319000000.0,267346000000.0,1715.27,1707.84,2138073000000.0,1492192000000.0,0.692,,263391000000.0,-34210000000.0,-121269000000.0,454603000000.0,857.0,,,,,,625.0,1482.0,,,,,,,,,,,,,,,2100000000000.0,546000000000.0,549000000000.0,400000000000.0,2564.93,,,,,,False,False,False,False,False,157210911.0,1173271.0,155862311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8035,東京エレクトロン,電気機器
2022-11-11 00:00:00+09:00,13:00:00,44010,20221110563076,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,196479000000.0,15112000000.0,16431000000.0,9980000000.0,96.97,,492760000000.0,308601000000.0,0.526,,13274000000.0,-12574000000.0,-8244000000.0,78001000000.0,35.0,,,,,,35.0,70.0,,,,,,,,,,,,,,,420000000000.0,37000000000.0,36900000000.0,22000000000.0,213.58,,,,,,False,False,True,False,False,103768142.0,1206344.0,102925022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401,ＡＤＥＫＡ,化学
2022-11-11 00:00:00+09:00,15:00:00,67280,20221110561854,1QFinancialStatements_Consolidated_JP,1Q,2022-07-01,2022-09-30 00:00:00+09:00,2022-07-01 00:00:00+09:00,2023-06-30 00:00:00+09:00,,,56182000000.0,5120000000.0,5245000000.0,4053000000.0,82.29,,344593000000.0,192771000000.0,0.542,,5106000000.0,-3331000000.0,-8346000000.0,100392000000.0,,,,,,,141.0,141.0,,,,,118000000000.0,13500000000.0,14000000000.0,9200000000.0,186.81,,,,,,250000000000.0,34500000000.0,35500000000.0,23000000000.0,467.01,,,,,,True,True,False,False,False,49355938.0,106983.0,49248963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728,アルバック,電気機器
2022-11-14 00:00:00+09:00,15:30:00,68900,20221113565363,2QFinancialStatements_Consolidated_JP,2Q,2022-04-01,2022-09-30 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,97505000000.0,17061000000.0,23554000000.0,15979000000.0,352.88,340.76,370333000000.0,225026000000.0,0.473,3742.56,20988000000.0,-28783000000.0,32461000000.0,83770000000.0,50.0,,,,,,50.0,100.0,,,,,,,,,,,,,,,200000000000.0,34000000000.0,39000000000.0,24000000000.0,521.01,,,,,,False,True,False,False,False,46942367.0,94233.0,45282920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6890,フェローテックホールディングス,電気機器
2022-11-30 00:00:00+09:00,15:00:00,43690,20221118568973,3QFinancialStatements_Consolidated_JP,3Q,2022-02-01,2022-10-31 00:00:00+09:00,2022-02-01 00:00:00+09:00,2023-01-31 00:00:00+09:00,,,10139000000.0,2821000000.0,5613000000.0,4374000000.0,134.62,,31733000000.0,25349000000.0,0.799,,5513326000.0,-1183524000.0,-1451237000.0,10925920000.0,0.0,,,,,,22.0,22.0,,,,,,,,,,,,,,,13600000000.0,3621000000.0,6648000000.0,5193000000.0,159.82,,,,,,False,True,False,False,False,32498640.0,1646.0,32497036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4369,トリケミカル研究所,化学
2023-01-11 00:00:00+09:00,15:00:00,63230,20230110587012,3QFinancialStatements_Consolidated_JP,3Q,2022-03-01,2022-11-30 00:00:00+09:00,2022-03-01 00:00:00+09:00,2023-02-28 00:00:00+09:00,,,71382000000.0,17739000000.0,26652000000.0,19666000000.0,1138.05,1135.91,126693000000.0,74432000000.0,0.54,,,,,,0.0,,,,,,135.0,135.0,,,,,,,,,,,,,,,96466000000.0,23225000000.0,30805000000.0,22793000000.0,1318.94,,,,,,False,True,False,False,False,17640000.0,358720.0,17281305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6323,ローツェ,機械
2023-01-24 00:00:00+09:00,16:00:00,61460,20230123592090,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,205120000000.0,79128000000.0,80188000000.0,57219000000.0,1585.25,1580.15,434613000000.0,322974000000.0,0.74,,,,,,282.0,,,,,,591.0,873.0,,,,,,,,,,,,,,,271900000000.0,103200000000.0,104600000000.0,74700000000.0,2069.32,,,,,,False,False,False,False,False,36103971.0,5095.0,36094957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6146,ディスコ,精密機器
2023-01-24 00:00:00+09:00,16:00:00,61460,20230123592555,EarnForecastRevision,FY,2022-04-01,2023-03-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224100000000.0,82200000000.0,99400000000.0,73700000000.0,2041.61,,,,,6146,ディスコ,精密機器
2023-01-26 00:00:00+09:00,15:00:00,40630,20230125593655,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,2163237000000.0,808227000000.0,824217000000.0,578519000000.0,1416.49,1415.68,4771523000000.0,4086676000000.0,0.825,9749.12,,,,,225.0,,,,,,275.0,500.0,,,,,,,,,,,,,,,2780000000000.0,995000000000.0,1020000000000.0,708000000000.0,1738.83,,,,,,False,True,False,False,False,410945593.0,7281564.0,408415611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4063,信越化学工業,化学
2023-01-30 00:00:00+09:00,15:00:00,65260,20230127595233,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,138841000000.0,16748000000.0,18266000000.0,15246000000.0,452.85,432.43,191678000000.0,105213000000.0,0.549,,7297000000.0,-15987000000.0,-239000000.0,38144000000.0,0.0,,,,,,190.0,190.0,,,,,,,,,,,,,,,190000000000.0,19500000000.0,19500000000.0,16200000000.0,481.19,,,,,,False,True,False,False,False,33666666.0,,33666666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6526,ソシオネクスト,電気機器
2023-01-30 00:00:00+09:00,15:00:00,31320,20230130596065,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,768004000000.0,45294000000.0,40829000000.0,29289000000.0,471.99,,475961000000.0,198086000000.0,0.397,,14695000000.0,-88000000.0,-19144000000.0,21673000000.0,65.0,,,,,,65.0,130.0,,,,,,,,,,,,,,,1000000000000.0,57000000000.0,51000000000.0,36000000000.0,580.13,,,,,,False,False,False,False,False,63030582.0,2123165.0,62055206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132,マクニカホールディングス,商社
2023-01-30 00:00:00+09:00,15:30:00,27600,20230130596089,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,175896000000.0,10409000000.0,8493000000.0,5901000000.0,595.08,,145066000000.0,36141000000.0,0.241,,-24973000000.0,-97000000.0,26299000000.0,6306000000.0,145.0,,,,,,165.0,310.0,,,,,,,,,,,,,,,230000000000.0,,11000000000.0,7600000000.0,765.93,,,,,,False,False,False,False,False,10445500.0,511066.0,9917569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2760,東京エレクトロン　デバイス,商社
2023-01-31 00:00:00+09:00,09:00:00,40430,20221219580687,3QFinancialStatements_Consolidated_JP,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,259010000000.0,13161000000.0,13313000000.0,8526000000.0,118.51,,480431000000.0,240102000000.0,0.474,3167.63,,,,,35.0,,,,,,35.0,70.0,,,,,,,,,,,,,,,356000000000.0,18000000000.0,18000000000.0,12000000000.0,166.78,,,,,,True,False,False,False,False,72088327.0,137495.0,71951249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4043,トクヤマ,化学
2023-01-31 00:00:00+09:00,13:30:00,77410,20230130596462,3QFinancialStatements_Consolidated_IFRS,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,537816000000.0,,,126085000000.0,350.14,349.92,1004465000000.0,800707000000.0,0.801,,,,,394313000000.0,45.0,,,,,,,,,,,,,,,,,,,,,,712000000000.0,,,163000000000.0,455.86,,,,,,True,False,False,False,,356960520.0,534898.0,360093712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7741,ＨＯＹＡ,精密機器
2023-01-31 00:00:00+09:00,15:00:00,68570,20230130596594,3QFinancialStatements_Consolidated_IFRS,3Q,2022-04-01,2022-12-31 00:00:00+09:00,2022-04-01 00:00:00+09:00,2023-03-31 00:00:00+09:00,,,412799000000.0,129140000000.0,,99806000000.0,530.99,529.01,552379000000.0,330552000000.0,0.598,,46482000000.0,-19981000000.0,-62202000000.0,83976000000.0,65.0,,,,,,70.0,135.0,,,,,,,,,,,,,,,550000000000.0,170000000000.0,,130000000000.0,,,,,,,False,False,False,False,,191542265.0,7572664.0,187962265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6857,アドバンテスト,電気機器
